メーカー,該当商品数,主なカテゴリ,判定,判定理由,卸の証拠,規模,日本実体シグナル,海外シグナル,国内独立セラー例,国内独立セラー数,独立セラー数,想定仕入れ金額の中央値,代表ASIN,代表商品名,代表Amazonページ,メーカー検索,※Keepa固有の加工値(月間ドロップ数/過去最安値/365日最安/月間販売数/実セラー数)と卸値の列は規約上の理由でリポジトリから除外。完全版は ~/Documents/AI Company 素材/Amazon物販事業/keepa-netsea-full-20260906/
Penguin,4,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,1931,140199413X,The Let Them Theory,https://www.amazon.co.jp/dp/140199413X,https://www.google.com/search?q=Penguin%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Random House Books for Young Readers,3,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,7,3170,B0F65C6WC1,The Dungeon Anarchist's Cookbook (Dungeon Crawler Carl),https://www.amazon.co.jp/dp/B0F65C6WC1,https://www.google.com/search?q=Random%20House%20Books%20for%20Young%20Readers%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Anchor Canada,2,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,3904,0385676530,"Thinking, Fast and Slow",https://www.amazon.co.jp/dp/0385676530,https://www.google.com/search?q=Anchor%20Canada%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Scholastic,2,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,1744,054558292X,Harry Potter and the Chamber of Secrets,https://www.amazon.co.jp/dp/054558292X,https://www.google.com/search?q=Scholastic%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
AMOVO,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,6171,B00AWDXB0Q,The Lord of the Rings: The Fellowship of the Ring (Extended ,https://www.amazon.co.jp/dp/B00AWDXB0Q,https://www.google.com/search?q=AMOVO%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Anime Ltd,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,4003,B0CBSLHM1W,The Garden of Words [Region Free],https://www.amazon.co.jp/dp/B0CBSLHM1W,https://www.google.com/search?q=Anime%20Ltd%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Authors Equity,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,4,2549,B0F9VM4V5N,The Almanack of Naval Ravikant: A Guide to Wealth and Happin,https://www.amazon.co.jp/dp/B0F9VM4V5N,https://www.google.com/search?q=Authors%20Equity%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Barbie,1,PCソフト,条件付き（再販/版元カテゴリ）,ルートカテゴリ=PCソフト,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,3496,B0B627GTQM,Barbie Fashionista Boneca Cadeira de Rodas Roxa,https://www.amazon.co.jp/dp/B0B627GTQM,https://www.google.com/search?q=Barbie%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Business,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,8320,1504735056,Never Split the Difference: Negotiating As If Your Life Depe,https://www.amazon.co.jp/dp/1504735056,https://www.google.com/search?q=Business%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Cengage Learning,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,1453,0357116275,Reading Explorer 3,https://www.amazon.co.jp/dp/0357116275,https://www.google.com/search?q=Cengage%20Learning%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Classic Editions,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,5375,1804450774,The Little Prince,https://www.amazon.co.jp/dp/1804450774,https://www.google.com/search?q=Classic%20Editions%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Concorde Home Entertainment,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,5373,B007WXCA7Y,Driving Miss Daisy [Blu-ray],https://www.amazon.co.jp/dp/B007WXCA7Y,https://www.google.com/search?q=Concorde%20Home%20Entertainment%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Def Jam,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,4,2665,B016BYAEAO,PURPOSE [Analog],https://www.amazon.co.jp/dp/B016BYAEAO,https://www.google.com/search?q=Def%20Jam%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Dolce & Gabbana,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,4547,B0C368G5QZ,A Symphonic Celebration - Music from the Studio Ghibli Films,https://www.amazon.co.jp/dp/B0C368G5QZ,https://www.google.com/search?q=Dolce%20%26%20Gabbana%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
E-Kitap Projesi & Cheapest Books,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,3376,6257120918,Animal Farm (Essential Orwell Classics),https://www.amazon.co.jp/dp/6257120918,https://www.google.com/search?q=E-Kitap%20Projesi%20%26%20Cheapest%20Books%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
EMI,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,4518,B000024ZVQ,Back in Black,https://www.amazon.co.jp/dp/B000024ZVQ,https://www.google.com/search?q=EMI%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Elekasumi,1,ゲーム,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ゲーム,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,2915,B0FVWV9BML,Elekasumi Switch 2 グリップコントローラー【新アップグレード】携帯モードコントローラー 一体型 スリー,https://www.amazon.co.jp/dp/B0FVWV9BML,https://www.google.com/search?q=Elekasumi%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Epic,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,2920,B0000248BJ,Love Deluxe,https://www.amazon.co.jp/dp/B0000248BJ,https://www.google.com/search?q=Epic%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Evosound,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,11340,B09BKBQK9H,Feel Like Making Live! (輸入盤/2LP/180g重量盤/オレンジカラー盤) [Analog],https://www.amazon.co.jp/dp/B09BKBQK9H,https://www.google.com/search?q=Evosound%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Garnier Editora,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,3822,6584956601,The Little Prince,https://www.amazon.co.jp/dp/6584956601,https://www.google.com/search?q=Garnier%20Editora%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Goliath,1,本,条件付き（再販/版元カテゴリ）,ルートカテゴリ=本,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,4465,3957309840,Naked Girls Club,https://www.amazon.co.jp/dp/3957309840,https://www.google.com/search?q=Goliath%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Grace nnvg,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,4,9154,B002IC1CX2,"300 : Steelbook German Release : English, French, German. Sp",https://www.amazon.co.jp/dp/B002IC1CX2,https://www.google.com/search?q=Grace%20nnvg%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Hachette Audio,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,7697,1405500662,"Tuesdays With Morrie: An old man, a young man, and life's gr",https://www.amazon.co.jp/dp/1405500662,https://www.google.com/search?q=Hachette%20Audio%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Harper Perennial Modern Classics,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,1075,0060929871,Brave New World (Perennial Classics),https://www.amazon.co.jp/dp/0060929871,https://www.google.com/search?q=Harper%20Perennial%20Modern%20Classics%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Harvill Secker,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,3314,1787301087,Nineteen Eighty-Four,https://www.amazon.co.jp/dp/1787301087,https://www.google.com/search?q=Harvill%20Secker%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Hawk Press,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,6,2357,9395034173,1984,https://www.amazon.co.jp/dp/9395034173,https://www.google.com/search?q=Hawk%20Press%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Heinle ELT,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,1453,0357116291,Reading Explorer 4,https://www.amazon.co.jp/dp/0357116291,https://www.google.com/search?q=Heinle%20ELT%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Htlaew,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,4079,B00EPKVGAE,Karate Kid [Blu-ray],https://www.amazon.co.jp/dp/B00EPKVGAE,https://www.google.com/search?q=Htlaew%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Island Uk,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,4076,B0DH7LS1XJ,Back To Black / Valerie [Analog],https://www.amazon.co.jp/dp/B0DH7LS1XJ,https://www.google.com/search?q=Island%20Uk%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Jiobbo,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,8177,B00K77FM6I,Godzilla Steelbook (exklusiv bei Amazon.de) [3D Blu-ray] [Li,https://www.amazon.co.jp/dp/B00K77FM6I,https://www.google.com/search?q=Jiobbo%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Lector House,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,3087,9353423031,Anne Of Green Gables,https://www.amazon.co.jp/dp/9353423031,https://www.google.com/search?q=Lector%20House%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Pid,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,11519,B000005K65,Led Zeppelin 2,https://www.amazon.co.jp/dp/B000005K65,https://www.google.com/search?q=Pid%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Portfolio,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,4,1575,B0DSHWXDLD,The Art of Spending Money: Simple Choices for a Richer Life,https://www.amazon.co.jp/dp/B0DSHWXDLD,https://www.google.com/search?q=Portfolio%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
PowerA,1,ゲーム,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ゲーム,C: 第三者はいるが国内事業者ではない,規模未確認,JAN45/49／manufacturer日本語／日本法人格,なし,,0,3,1792,B0DL9YFT1D,【任天堂公式ライセンス商品】PowerA エンハンスド・ワイヤレスコントローラー for Nintendo Switch,https://www.amazon.co.jp/dp/B0DL9YFT1D,https://www.google.com/search?q=PowerA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Public Publishing,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,2765,1800601174,Alice's Adventures In Wonderland,https://www.amazon.co.jp/dp/1800601174,https://www.google.com/search?q=Public%20Publishing%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Puffin,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,11056,0241372666,The Very Hungry Caterpillar 50th Anniversary Collector's Edi,https://www.amazon.co.jp/dp/0241372666,https://www.google.com/search?q=Puffin%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Revive Classics,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,5273,1998621855,Nineteen Eighty-Four (Collector's Edition) (Laminated Hardba,https://www.amazon.co.jp/dp/1998621855,https://www.google.com/search?q=Revive%20Classics%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Roadlamp,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,3330,B0BT235Y5V,Can't Buy A Thrill,https://www.amazon.co.jp/dp/B0BT235Y5V,https://www.google.com/search?q=Roadlamp%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Rockstar Games,1,ゲーム,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ゲーム,C: 第三者はいるが国内事業者ではない,規模未確認,JAN45/49／manufacturer日本語,なし,,0,3,3445,B00NOP3QF4,グランド・セフト・オートV 【CEROレーティング「Z」】 - PS4,https://www.amazon.co.jp/dp/B00NOP3QF4,https://www.google.com/search?q=Rockstar%20Games%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Rough Trade,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,7112,B0000CNXNB,Room on Fire [Analog],https://www.amazon.co.jp/dp/B0000CNXNB,https://www.google.com/search?q=Rough%20Trade%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Splendid Film/WVG,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,9441,B00483CVTS,"Stallone,Sylvester/Statham,Jason/Li,Jet/Willis,Bru The Expen",https://www.amazon.co.jp/dp/B00483CVTS,https://www.google.com/search?q=Splendid%20Film/WVG%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Sweet Cherry Publishing,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,2805,1802633898,Animal Farm (The Complete George Orwell Collection),https://www.amazon.co.jp/dp/1802633898,https://www.google.com/search?q=Sweet%20Cherry%20Publishing%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Thames & Hudson,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,4510,2959335112,The Decisive Moment,https://www.amazon.co.jp/dp/2959335112,https://www.google.com/search?q=Thames%20%26%20Hudson%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Universal Import,1,ミュージック,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ミュージック,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,4797,B096TL7H24,Live in Paris (Hybrid-SACD),https://www.amazon.co.jp/dp/B096TL7H24,https://www.google.com/search?q=Universal%20Import%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
VIAVISION,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,2502,B08825XT3M,Pretty Baby [DVD],https://www.amazon.co.jp/dp/B08825XT3M,https://www.google.com/search?q=VIAVISION%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Viking,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,4,4926,0670811785,Chaos: The Making of a New Science,https://www.amazon.co.jp/dp/0670811785,https://www.google.com/search?q=Viking%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Vintage Canada,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,5142,0345809327,The Remains of the Day: A Novel,https://www.amazon.co.jp/dp/0345809327,https://www.google.com/search?q=Vintage%20Canada%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Vintage Classics,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,2,664,1784876607,Animal Farm,https://www.amazon.co.jp/dp/1784876607,https://www.google.com/search?q=Vintage%20Classics%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
William Collins,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,3,4382,000822109X,Hillbilly Elegy: The Internationally Bestselling Memoir from,https://www.amazon.co.jp/dp/000822109X,https://www.google.com/search?q=William%20Collins%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Yale University Press,1,洋書,条件付き（再販/版元カテゴリ）,ルートカテゴリ=洋書,C: 第三者はいるが国内事業者ではない,規模未確認,なし,なし,,0,5,6719,0300234198,The Great Delusion: Liberal Dreams and International Realiti,https://www.amazon.co.jp/dp/0300234198,https://www.google.com/search?q=Yale%20University%20Press%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
ジャニーズ・エンタテイメント,1,DVD,条件付き（再販/版元カテゴリ）,ルートカテゴリ=DVD,C: 第三者はいるが国内事業者ではない,規模未確認,JAN45/49／manufacturer日本語／メーカー名日本語,なし,,0,4,1851,B00198QZ7Y,We are Φn' 39!! and U? KinKi Kids Live in DOME 07-08(初回生産限定盤,https://www.amazon.co.jp/dp/B00198QZ7Y,https://www.google.com/search?q=%E3%82%B8%E3%83%A3%E3%83%8B%E3%83%BC%E3%82%BA%E3%83%BB%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%86%E3%82%A4%E3%83%A1%E3%83%B3%E3%83%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
AQielev,2,ゲーム,条件付き（再販/版元カテゴリ）,ルートカテゴリ=ゲーム,D: 直営・系列店しかいない,規模未確認,なし,なし,,0,0,2863,B0GF1VD155,アケコン レバーレス コントローラー ps4コントローラー 格闘ゲーム パッド「16ボタン·RP2040搭載·全機種対応,https://www.amazon.co.jp/dp/B0GF1VD155,https://www.google.com/search?q=AQielev%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
